date,nav,fund_code,fund_name,category
2020-06-25,30.24,125354,Axis Small Cap Fund,Small Cap
2020-06-26,30.51,125354,Axis Small Cap Fund,Small Cap
2020-06-29,30.11,125354,Axis Small Cap Fund,Small Cap
2020-06-30,30.08,125354,Axis Small Cap Fund,Small Cap
2020-07-01,30.16,125354,Axis Small Cap Fund,Small Cap
2020-07-02,30.42,125354,Axis Small Cap Fund,Small Cap
2020-07-03,30.56,125354,Axis Small Cap Fund,Small Cap
2020-07-06,31.04,125354,Axis Small Cap Fund,Small Cap
2020-07-07,31.22,125354,Axis Small Cap Fund,Small Cap
2020-07-08,31.12,125354,Axis Small Cap Fund,Small Cap
2020-07-09,31.34,125354,Axis Small Cap Fund,Small Cap
2020-07-10,31.27,125354,Axis Small Cap Fund,Small Cap
2020-07-13,31.11,125354,Axis Small Cap Fund,Small Cap
2020-07-14,30.99,125354,Axis Small Cap Fund,Small Cap
2020-07-15,30.9,125354,Axis Small Cap Fund,Small Cap
2020-07-16,30.83,125354,Axis Small Cap Fund,Small Cap
2020-07-17,31.05,125354,Axis Small Cap Fund,Small Cap
2020-07-20,31.22,125354,Axis Small Cap Fund,Small Cap
2020-07-21,31.42,125354,Axis Small Cap Fund,Small Cap
2020-07-22,31.41,125354,Axis Small Cap Fund,Small Cap
2020-07-23,31.73,125354,Axis Small Cap Fund,Small Cap
2020-07-24,31.68,125354,Axis Small Cap Fund,Small Cap
2020-07-27,31.54,125354,Axis Small Cap Fund,Small Cap
2020-07-28,31.67,125354,Axis Small Cap Fund,Small Cap
2020-07-29,31.75,125354,Axis Small Cap Fund,Small Cap
2020-07-30,31.6,125354,Axis Small Cap Fund,Small Cap
2020-07-31,31.79,125354,Axis Small Cap Fund,Small Cap
2020-08-03,32.0,125354,Axis Small Cap Fund,Small Cap
2020-08-04,32.43,125354,Axis Small Cap Fund,Small Cap
2020-08-05,32.4,125354,Axis Small Cap Fund,Small Cap
2020-08-06,32.69,125354,Axis Small Cap Fund,Small Cap
2020-08-07,32.89,125354,Axis Small Cap Fund,Small Cap
2020-08-10,33.14,125354,Axis Small Cap Fund,Small Cap
2020-08-11,33.09,125354,Axis Small Cap Fund,Small Cap
2020-08-12,33.02,125354,Axis Small Cap Fund,Small Cap
2020-08-13,33.34,125354,Axis Small Cap Fund,Small Cap
2020-08-14,33.27,125354,Axis Small Cap Fund,Small Cap
2020-08-17,33.47,125354,Axis Small Cap Fund,Small Cap
2020-08-18,33.86,125354,Axis Small Cap Fund,Small Cap
2020-08-19,34.34,125354,Axis Small Cap Fund,Small Cap
2020-08-20,34.82,125354,Axis Small Cap Fund,Small Cap
2020-08-21,35.36,125354,Axis Small Cap Fund,Small Cap
2020-08-24,35.93,125354,Axis Small Cap Fund,Small Cap
2020-08-25,35.87,125354,Axis Small Cap Fund,Small Cap
2020-08-26,36.18,125354,Axis Small Cap Fund,Small Cap
2020-08-27,36.31,125354,Axis Small Cap Fund,Small Cap
2020-08-28,36.29,125354,Axis Small Cap Fund,Small Cap
2020-08-31,34.64,125354,Axis Small Cap Fund,Small Cap
2020-09-01,34.7,125354,Axis Small Cap Fund,Small Cap
2020-09-02,35.14,125354,Axis Small Cap Fund,Small Cap
2020-09-03,35.35,125354,Axis Small Cap Fund,Small Cap
2020-09-04,34.93,125354,Axis Small Cap Fund,Small Cap
2020-09-07,34.85,125354,Axis Small Cap Fund,Small Cap
2020-09-08,34.48,125354,Axis Small Cap Fund,Small Cap
2020-09-09,34.12,125354,Axis Small Cap Fund,Small Cap
2020-09-10,34.63,125354,Axis Small Cap Fund,Small Cap
2020-09-11,34.85,125354,Axis Small Cap Fund,Small Cap
2020-09-14,36.78,125354,Axis Small Cap Fund,Small Cap
2020-09-15,37.13,125354,Axis Small Cap Fund,Small Cap
2020-09-16,37.17,125354,Axis Small Cap Fund,Small Cap
2020-09-17,37.21,125354,Axis Small Cap Fund,Small Cap
2020-09-18,37.04,125354,Axis Small Cap Fund,Small Cap
2020-09-21,35.98,125354,Axis Small Cap Fund,Small Cap
2020-09-22,35.4,125354,Axis Small Cap Fund,Small Cap
2020-09-23,35.36,125354,Axis Small Cap Fund,Small Cap
2020-09-24,34.6,125354,Axis Small Cap Fund,Small Cap
2020-09-25,35.22,125354,Axis Small Cap Fund,Small Cap
2020-09-28,35.96,125354,Axis Small Cap Fund,Small Cap
2020-09-29,35.87,125354,Axis Small Cap Fund,Small Cap
2020-09-30,36.02,125354,Axis Small Cap Fund,Small Cap
2020-10-01,36.2,125354,Axis Small Cap Fund,Small Cap
2020-10-05,36.33,125354,Axis Small Cap Fund,Small Cap
2020-10-06,36.5,125354,Axis Small Cap Fund,Small Cap
2020-10-07,36.34,125354,Axis Small Cap Fund,Small Cap
2020-10-08,36.41,125354,Axis Small Cap Fund,Small Cap
2020-10-09,36.45,125354,Axis Small Cap Fund,Small Cap
2020-10-12,36.57,125354,Axis Small Cap Fund,Small Cap
2020-10-13,36.59,125354,Axis Small Cap Fund,Small Cap
2020-10-14,36.45,125354,Axis Small Cap Fund,Small Cap
2020-10-15,35.97,125354,Axis Small Cap Fund,Small Cap
2020-10-16,36.31,125354,Axis Small Cap Fund,Small Cap
2020-10-19,36.49,125354,Axis Small Cap Fund,Small Cap
2020-10-20,36.76,125354,Axis Small Cap Fund,Small Cap
2020-10-21,36.86,125354,Axis Small Cap Fund,Small Cap
2020-10-22,36.97,125354,Axis Small Cap Fund,Small Cap
2020-10-23,37.15,125354,Axis Small Cap Fund,Small Cap
2020-10-26,36.7,125354,Axis Small Cap Fund,Small Cap
2020-10-27,36.85,125354,Axis Small Cap Fund,Small Cap
2020-10-28,36.78,125354,Axis Small Cap Fund,Small Cap
2020-10-29,36.51,125354,Axis Small Cap Fund,Small Cap
2020-10-30,36.63,125354,Axis Small Cap Fund,Small Cap
2020-11-02,36.43,125354,Axis Small Cap Fund,Small Cap
2020-11-03,36.66,125354,Axis Small Cap Fund,Small Cap
2020-11-04,36.85,125354,Axis Small Cap Fund,Small Cap
2020-11-05,37.58,125354,Axis Small Cap Fund,Small Cap
2020-11-06,37.64,125354,Axis Small Cap Fund,Small Cap
2020-11-09,37.89,125354,Axis Small Cap Fund,Small Cap
2020-11-10,37.58,125354,Axis Small Cap Fund,Small Cap
2020-11-11,37.58,125354,Axis Small Cap Fund,Small Cap
2020-11-12,37.92,125354,Axis Small Cap Fund,Small Cap
2020-11-13,38.39,125354,Axis Small Cap Fund,Small Cap
2020-11-17,39.51,125354,Axis Small Cap Fund,Small Cap
2020-11-18,39.91,125354,Axis Small Cap Fund,Small Cap
2020-11-19,39.74,125354,Axis Small Cap Fund,Small Cap
2020-11-20,39.93,125354,Axis Small Cap Fund,Small Cap
2020-11-23,40.25,125354,Axis Small Cap Fund,Small Cap
2020-11-24,40.54,125354,Axis Small Cap Fund,Small Cap
2020-11-25,39.91,125354,Axis Small Cap Fund,Small Cap
2020-11-26,39.85,125354,Axis Small Cap Fund,Small Cap
2020-11-27,40.64,125354,Axis Small Cap Fund,Small Cap
2020-12-01,40.91,125354,Axis Small Cap Fund,Small Cap
2020-12-02,41.09,125354,Axis Small Cap Fund,Small Cap
2020-12-03,41.39,125354,Axis Small Cap Fund,Small Cap
2020-12-04,41.5,125354,Axis Small Cap Fund,Small Cap
2020-12-07,41.84,125354,Axis Small Cap Fund,Small Cap
2020-12-08,41.61,125354,Axis Small Cap Fund,Small Cap
2020-12-09,41.63,125354,Axis Small Cap Fund,Small Cap
2020-12-10,41.32,125354,Axis Small Cap Fund,Small Cap
2020-12-11,41.34,125354,Axis Small Cap Fund,Small Cap
2020-12-14,41.44,125354,Axis Small Cap Fund,Small Cap
2020-12-15,41.64,125354,Axis Small Cap Fund,Small Cap
2020-12-16,42.05,125354,Axis Small Cap Fund,Small Cap
2020-12-17,41.99,125354,Axis Small Cap Fund,Small Cap
2020-12-18,41.91,125354,Axis Small Cap Fund,Small Cap
2020-12-21,40.58,125354,Axis Small Cap Fund,Small Cap
2020-12-22,40.89,125354,Axis Small Cap Fund,Small Cap
2020-12-23,41.78,125354,Axis Small Cap Fund,Small Cap
2020-12-24,42.17,125354,Axis Small Cap Fund,Small Cap
2020-12-28,42.62,125354,Axis Small Cap Fund,Small Cap
2020-12-29,42.67,125354,Axis Small Cap Fund,Small Cap
2020-12-30,42.83,125354,Axis Small Cap Fund,Small Cap
2020-12-31,42.83,125354,Axis Small Cap Fund,Small Cap
2021-01-01,43.11,125354,Axis Small Cap Fund,Small Cap
2021-01-04,43.63,125354,Axis Small Cap Fund,Small Cap
2021-01-05,44.05,125354,Axis Small Cap Fund,Small Cap
2021-01-06,43.96,125354,Axis Small Cap Fund,Small Cap
2021-01-07,44.34,125354,Axis Small Cap Fund,Small Cap
2021-01-08,44.68,125354,Axis Small Cap Fund,Small Cap
2021-01-11,44.64,125354,Axis Small Cap Fund,Small Cap
2021-01-12,44.64,125354,Axis Small Cap Fund,Small Cap
2021-01-13,44.66,125354,Axis Small Cap Fund,Small Cap
2021-01-14,44.63,125354,Axis Small Cap Fund,Small Cap
2021-01-15,44.1,125354,Axis Small Cap Fund,Small Cap
2021-01-18,43.38,125354,Axis Small Cap Fund,Small Cap
2021-01-19,44.16,125354,Axis Small Cap Fund,Small Cap
2021-01-20,44.45,125354,Axis Small Cap Fund,Small Cap
2021-01-21,44.09,125354,Axis Small Cap Fund,Small Cap
2021-01-22,43.48,125354,Axis Small Cap Fund,Small Cap
2021-01-25,42.96,125354,Axis Small Cap Fund,Small Cap
2021-01-27,42.76,125354,Axis Small Cap Fund,Small Cap
2021-01-28,42.44,125354,Axis Small Cap Fund,Small Cap
2021-01-29,42.63,125354,Axis Small Cap Fund,Small Cap
2021-02-01,43.67,125354,Axis Small Cap Fund,Small Cap
2021-02-02,44.39,125354,Axis Small Cap Fund,Small Cap
2021-02-03,45.05,125354,Axis Small Cap Fund,Small Cap
2021-02-04,45.47,125354,Axis Small Cap Fund,Small Cap
2021-02-05,45.41,125354,Axis Small Cap Fund,Small Cap
2021-02-08,46.11,125354,Axis Small Cap Fund,Small Cap
2021-02-09,45.96,125354,Axis Small Cap Fund,Small Cap
2021-02-10,45.77,125354,Axis Small Cap Fund,Small Cap
2021-02-11,46.15,125354,Axis Small Cap Fund,Small Cap
2021-02-12,46.32,125354,Axis Small Cap Fund,Small Cap
2021-02-15,46.33,125354,Axis Small Cap Fund,Small Cap
2021-02-16,46.4,125354,Axis Small Cap Fund,Small Cap
2021-02-17,46.38,125354,Axis Small Cap Fund,Small Cap
2021-02-18,46.34,125354,Axis Small Cap Fund,Small Cap
2021-02-19,46.04,125354,Axis Small Cap Fund,Small Cap
2021-02-22,45.61,125354,Axis Small Cap Fund,Small Cap
2021-02-23,45.85,125354,Axis Small Cap Fund,Small Cap
2021-02-24,46.03,125354,Axis Small Cap Fund,Small Cap
2021-02-25,46.15,125354,Axis Small Cap Fund,Small Cap
2021-02-26,45.98,125354,Axis Small Cap Fund,Small Cap
2021-03-01,46.51,125354,Axis Small Cap Fund,Small Cap
2021-03-02,46.86,125354,Axis Small Cap Fund,Small Cap
2021-03-03,47.34,125354,Axis Small Cap Fund,Small Cap
2021-03-04,47.52,125354,Axis Small Cap Fund,Small Cap
2021-03-05,47.1,125354,Axis Small Cap Fund,Small Cap
2021-03-08,47.28,125354,Axis Small Cap Fund,Small Cap
2021-03-09,47.19,125354,Axis Small Cap Fund,Small Cap
2021-03-10,47.54,125354,Axis Small Cap Fund,Small Cap
2021-03-12,47.69,125354,Axis Small Cap Fund,Small Cap
2021-03-15,47.85,125354,Axis Small Cap Fund,Small Cap
2021-03-16,47.93,125354,Axis Small Cap Fund,Small Cap
2021-03-17,47.3,125354,Axis Small Cap Fund,Small Cap
2021-03-18,46.6,125354,Axis Small Cap Fund,Small Cap
2021-03-19,46.89,125354,Axis Small Cap Fund,Small Cap
2021-03-22,47.23,125354,Axis Small Cap Fund,Small Cap
2021-03-23,47.34,125354,Axis Small Cap Fund,Small Cap
2021-03-24,46.71,125354,Axis Small Cap Fund,Small Cap
2021-03-25,46.19,125354,Axis Small Cap Fund,Small Cap
2021-03-26,46.83,125354,Axis Small Cap Fund,Small Cap
2021-03-30,47.62,125354,Axis Small Cap Fund,Small Cap
2021-03-31,47.94,125354,Axis Small Cap Fund,Small Cap
2021-04-01,48.42,125354,Axis Small Cap Fund,Small Cap
2021-04-05,47.83,125354,Axis Small Cap Fund,Small Cap
2021-04-06,48.28,125354,Axis Small Cap Fund,Small Cap
2021-04-07,49.0,125354,Axis Small Cap Fund,Small Cap
2021-04-08,49.59,125354,Axis Small Cap Fund,Small Cap
2021-04-09,49.91,125354,Axis Small Cap Fund,Small Cap
2021-04-12,47.89,125354,Axis Small Cap Fund,Small Cap
2021-04-13,48.29,125354,Axis Small Cap Fund,Small Cap
2021-04-15,48.14,125354,Axis Small Cap Fund,Small Cap
2021-04-16,48.41,125354,Axis Small Cap Fund,Small Cap
2021-04-19,47.92,125354,Axis Small Cap Fund,Small Cap
2021-04-20,47.96,125354,Axis Small Cap Fund,Small Cap
2021-04-22,48.22,125354,Axis Small Cap Fund,Small Cap
2021-04-23,48.5,125354,Axis Small Cap Fund,Small Cap
2021-04-26,48.79,125354,Axis Small Cap Fund,Small Cap
2021-04-27,49.31,125354,Axis Small Cap Fund,Small Cap
2021-04-28,49.94,125354,Axis Small Cap Fund,Small Cap
2021-04-29,50.27,125354,Axis Small Cap Fund,Small Cap
2021-04-30,50.25,125354,Axis Small Cap Fund,Small Cap
2021-05-03,50.45,125354,Axis Small Cap Fund,Small Cap
2021-05-04,50.53,125354,Axis Small Cap Fund,Small Cap
2021-05-05,51.06,125354,Axis Small Cap Fund,Small Cap
2021-05-06,51.48,125354,Axis Small Cap Fund,Small Cap
2021-05-07,51.47,125354,Axis Small Cap Fund,Small Cap
2021-05-10,51.61,125354,Axis Small Cap Fund,Small Cap
2021-05-11,51.83,125354,Axis Small Cap Fund,Small Cap
2021-05-12,51.52,125354,Axis Small Cap Fund,Small Cap
2021-05-14,51.3,125354,Axis Small Cap Fund,Small Cap
2021-05-17,52.33,125354,Axis Small Cap Fund,Small Cap
2021-05-18,52.64,125354,Axis Small Cap Fund,Small Cap
2021-05-19,52.9,125354,Axis Small Cap Fund,Small Cap
2021-05-20,53.23,125354,Axis Small Cap Fund,Small Cap
2021-05-21,53.52,125354,Axis Small Cap Fund,Small Cap
2021-05-24,54.0,125354,Axis Small Cap Fund,Small Cap
2021-05-25,53.91,125354,Axis Small Cap Fund,Small Cap
2021-05-26,54.16,125354,Axis Small Cap Fund,Small Cap
2021-05-27,54.33,125354,Axis Small Cap Fund,Small Cap
2021-05-28,53.91,125354,Axis Small Cap Fund,Small Cap
2021-05-31,53.91,125354,Axis Small Cap Fund,Small Cap
2021-06-01,54.0,125354,Axis Small Cap Fund,Small Cap
2021-06-02,54.39,125354,Axis Small Cap Fund,Small Cap
2021-06-03,54.51,125354,Axis Small Cap Fund,Small Cap
2021-06-04,54.74,125354,Axis Small Cap Fund,Small Cap
2021-06-07,55.02,125354,Axis Small Cap Fund,Small Cap
2021-06-08,55.41,125354,Axis Small Cap Fund,Small Cap
2021-06-09,55.07,125354,Axis Small Cap Fund,Small Cap
2021-06-10,55.51,125354,Axis Small Cap Fund,Small Cap
2021-06-11,55.67,125354,Axis Small Cap Fund,Small Cap
2021-06-14,55.43,125354,Axis Small Cap Fund,Small Cap
2021-06-15,55.4,125354,Axis Small Cap Fund,Small Cap
2021-06-16,55.17,125354,Axis Small Cap Fund,Small Cap
2021-06-17,55.04,125354,Axis Small Cap Fund,Small Cap
2021-06-18,54.8,125354,Axis Small Cap Fund,Small Cap
2021-06-21,54.96,125354,Axis Small Cap Fund,Small Cap
2021-06-22,55.29,125354,Axis Small Cap Fund,Small Cap
2021-06-23,55.24,125354,Axis Small Cap Fund,Small Cap
2021-06-24,55.34,125354,Axis Small Cap Fund,Small Cap
2021-06-25,55.55,125354,Axis Small Cap Fund,Small Cap
2021-06-28,56.14,125354,Axis Small Cap Fund,Small Cap
2021-06-29,56.23,125354,Axis Small Cap Fund,Small Cap
2021-06-30,57.19,125354,Axis Small Cap Fund,Small Cap
2021-07-01,57.25,125354,Axis Small Cap Fund,Small Cap
2021-07-02,57.94,125354,Axis Small Cap Fund,Small Cap
2021-07-05,58.47,125354,Axis Small Cap Fund,Small Cap
2021-07-06,58.58,125354,Axis Small Cap Fund,Small Cap
2021-07-07,58.85,125354,Axis Small Cap Fund,Small Cap
2021-07-08,58.8,125354,Axis Small Cap Fund,Small Cap
2021-07-09,58.83,125354,Axis Small Cap Fund,Small Cap
2021-07-12,59.23,125354,Axis Small Cap Fund,Small Cap
2021-07-13,59.64,125354,Axis Small Cap Fund,Small Cap
2021-07-14,60.11,125354,Axis Small Cap Fund,Small Cap
2021-07-15,60.43,125354,Axis Small Cap Fund,Small Cap
2021-07-16,60.45,125354,Axis Small Cap Fund,Small Cap
2021-07-19,60.09,125354,Axis Small Cap Fund,Small Cap
2021-07-20,59.9,125354,Axis Small Cap Fund,Small Cap
2021-07-22,60.43,125354,Axis Small Cap Fund,Small Cap
2021-07-23,60.41,125354,Axis Small Cap Fund,Small Cap
2021-07-26,60.72,125354,Axis Small Cap Fund,Small Cap
2021-07-27,61.0,125354,Axis Small Cap Fund,Small Cap
2021-07-28,60.63,125354,Axis Small Cap Fund,Small Cap
2021-07-29,61.16,125354,Axis Small Cap Fund,Small Cap
2021-07-30,61.09,125354,Axis Small Cap Fund,Small Cap
2021-08-02,61.37,125354,Axis Small Cap Fund,Small Cap
2021-08-03,61.47,125354,Axis Small Cap Fund,Small Cap
2021-08-04,61.05,125354,Axis Small Cap Fund,Small Cap
2021-08-05,60.91,125354,Axis Small Cap Fund,Small Cap
2021-08-06,61.13,125354,Axis Small Cap Fund,Small Cap
2021-08-09,61.05,125354,Axis Small Cap Fund,Small Cap
2021-08-10,59.93,125354,Axis Small Cap Fund,Small Cap
2021-08-11,59.81,125354,Axis Small Cap Fund,Small Cap
2021-08-12,60.6,125354,Axis Small Cap Fund,Small Cap
2021-08-13,60.41,125354,Axis Small Cap Fund,Small Cap
2021-08-16,60.04,125354,Axis Small Cap Fund,Small Cap
2021-08-17,60.7,125354,Axis Small Cap Fund,Small Cap
2021-08-18,60.66,125354,Axis Small Cap Fund,Small Cap
2021-08-20,59.67,125354,Axis Small Cap Fund,Small Cap
2021-08-23,59.05,125354,Axis Small Cap Fund,Small Cap
2021-08-24,59.75,125354,Axis Small Cap Fund,Small Cap
2021-08-25,60.06,125354,Axis Small Cap Fund,Small Cap
2021-08-26,60.2,125354,Axis Small Cap Fund,Small Cap
2021-08-27,60.81,125354,Axis Small Cap Fund,Small Cap
2021-08-30,61.57,125354,Axis Small Cap Fund,Small Cap
2021-08-31,62.22,125354,Axis Small Cap Fund,Small Cap
2021-09-01,62.48,125354,Axis Small Cap Fund,Small Cap
2021-09-02,63.16,125354,Axis Small Cap Fund,Small Cap
2021-09-03,63.3,125354,Axis Small Cap Fund,Small Cap
2021-09-06,63.61,125354,Axis Small Cap Fund,Small Cap
2021-09-07,63.76,125354,Axis Small Cap Fund,Small Cap
2021-09-08,63.87,125354,Axis Small Cap Fund,Small Cap
2021-09-09,64.05,125354,Axis Small Cap Fund,Small Cap
2021-09-13,64.54,125354,Axis Small Cap Fund,Small Cap
2021-09-14,65.24,125354,Axis Small Cap Fund,Small Cap
2021-09-15,65.33,125354,Axis Small Cap Fund,Small Cap
2021-09-16,65.34,125354,Axis Small Cap Fund,Small Cap
2021-09-17,64.71,125354,Axis Small Cap Fund,Small Cap
2021-09-20,63.97,125354,Axis Small Cap Fund,Small Cap
2021-09-21,64.22,125354,Axis Small Cap Fund,Small Cap
2021-09-22,64.69,125354,Axis Small Cap Fund,Small Cap
2021-09-23,65.46,125354,Axis Small Cap Fund,Small Cap
2021-09-24,65.27,125354,Axis Small Cap Fund,Small Cap
2021-09-27,64.72,125354,Axis Small Cap Fund,Small Cap
2021-09-28,63.97,125354,Axis Small Cap Fund,Small Cap
2021-09-29,63.72,125354,Axis Small Cap Fund,Small Cap
2021-09-30,64.36,125354,Axis Small Cap Fund,Small Cap
2021-10-01,64.67,125354,Axis Small Cap Fund,Small Cap
2021-10-04,65.88,125354,Axis Small Cap Fund,Small Cap
2021-10-05,66.11,125354,Axis Small Cap Fund,Small Cap
2021-10-06,66.09,125354,Axis Small Cap Fund,Small Cap
2021-10-07,67.07,125354,Axis Small Cap Fund,Small Cap
2021-10-08,67.5,125354,Axis Small Cap Fund,Small Cap
2021-10-11,67.4,125354,Axis Small Cap Fund,Small Cap
2021-10-12,67.19,125354,Axis Small Cap Fund,Small Cap
2021-10-13,67.63,125354,Axis Small Cap Fund,Small Cap
2021-10-14,67.85,125354,Axis Small Cap Fund,Small Cap
2021-10-18,68.13,125354,Axis Small Cap Fund,Small Cap
2021-10-19,67.64,125354,Axis Small Cap Fund,Small Cap
2021-10-20,66.25,125354,Axis Small Cap Fund,Small Cap
2021-10-21,65.56,125354,Axis Small Cap Fund,Small Cap
2021-10-22,64.88,125354,Axis Small Cap Fund,Small Cap
2021-10-25,64.18,125354,Axis Small Cap Fund,Small Cap
2021-10-26,65.3,125354,Axis Small Cap Fund,Small Cap
2021-10-27,65.35,125354,Axis Small Cap Fund,Small Cap
2021-10-28,64.73,125354,Axis Small Cap Fund,Small Cap
2021-10-29,64.7,125354,Axis Small Cap Fund,Small Cap
2021-11-01,65.35,125354,Axis Small Cap Fund,Small Cap
2021-11-02,66.26,125354,Axis Small Cap Fund,Small Cap
2021-11-03,66.13,125354,Axis Small Cap Fund,Small Cap
2021-11-08,67.15,125354,Axis Small Cap Fund,Small Cap
2021-11-09,67.51,125354,Axis Small Cap Fund,Small Cap
2021-11-10,67.52,125354,Axis Small Cap Fund,Small Cap
2021-11-11,67.74,125354,Axis Small Cap Fund,Small Cap
2021-11-12,67.94,125354,Axis Small Cap Fund,Small Cap
2021-11-15,68.18,125354,Axis Small Cap Fund,Small Cap
2021-11-16,68.39,125354,Axis Small Cap Fund,Small Cap
2021-11-17,68.71,125354,Axis Small Cap Fund,Small Cap
2021-11-18,67.7,125354,Axis Small Cap Fund,Small Cap
2021-11-22,65.89,125354,Axis Small Cap Fund,Small Cap
2021-11-23,66.86,125354,Axis Small Cap Fund,Small Cap
2021-11-24,66.93,125354,Axis Small Cap Fund,Small Cap
2021-11-25,67.51,125354,Axis Small Cap Fund,Small Cap
2021-11-26,65.56,125354,Axis Small Cap Fund,Small Cap
2021-11-29,64.6,125354,Axis Small Cap Fund,Small Cap
2021-11-30,65.9,125354,Axis Small Cap Fund,Small Cap
2021-12-01,66.22,125354,Axis Small Cap Fund,Small Cap
2021-12-02,66.77,125354,Axis Small Cap Fund,Small Cap
2021-12-03,66.93,125354,Axis Small Cap Fund,Small Cap
2021-12-06,65.91,125354,Axis Small Cap Fund,Small Cap
2021-12-07,66.68,125354,Axis Small Cap Fund,Small Cap
2021-12-08,67.22,125354,Axis Small Cap Fund,Small Cap
2021-12-09,67.55,125354,Axis Small Cap Fund,Small Cap
2021-12-10,67.78,125354,Axis Small Cap Fund,Small Cap
2021-12-13,67.71,125354,Axis Small Cap Fund,Small Cap
2021-12-14,67.93,125354,Axis Small Cap Fund,Small Cap
2021-12-15,67.62,125354,Axis Small Cap Fund,Small Cap
2021-12-16,67.55,125354,Axis Small Cap Fund,Small Cap
2021-12-17,66.62,125354,Axis Small Cap Fund,Small Cap
2021-12-20,64.34,125354,Axis Small Cap Fund,Small Cap
2021-12-21,65.15,125354,Axis Small Cap Fund,Small Cap
2021-12-22,66.32,125354,Axis Small Cap Fund,Small Cap
2021-12-23,66.76,125354,Axis Small Cap Fund,Small Cap
2021-12-24,66.71,125354,Axis Small Cap Fund,Small Cap
2021-12-27,67.01,125354,Axis Small Cap Fund,Small Cap
2021-12-28,67.79,125354,Axis Small Cap Fund,Small Cap
2021-12-29,68.08,125354,Axis Small Cap Fund,Small Cap
2021-12-30,68.44,125354,Axis Small Cap Fund,Small Cap
2021-12-31,68.83,125354,Axis Small Cap Fund,Small Cap
2022-01-03,69.66,125354,Axis Small Cap Fund,Small Cap
2022-01-04,69.73,125354,Axis Small Cap Fund,Small Cap
2022-01-05,69.41,125354,Axis Small Cap Fund,Small Cap
2022-01-06,69.29,125354,Axis Small Cap Fund,Small Cap
2022-01-07,69.57,125354,Axis Small Cap Fund,Small Cap
2022-01-10,70.23,125354,Axis Small Cap Fund,Small Cap
2022-01-11,70.17,125354,Axis Small Cap Fund,Small Cap
2022-01-12,70.52,125354,Axis Small Cap Fund,Small Cap
2022-01-13,70.69,125354,Axis Small Cap Fund,Small Cap
2022-01-14,70.65,125354,Axis Small Cap Fund,Small Cap
2022-01-17,71.28,125354,Axis Small Cap Fund,Small Cap
2022-01-18,70.35,125354,Axis Small Cap Fund,Small Cap
2022-01-19,70.25,125354,Axis Small Cap Fund,Small Cap
2022-01-20,70.51,125354,Axis Small Cap Fund,Small Cap
2022-01-21,69.59,125354,Axis Small Cap Fund,Small Cap
2022-01-24,67.22,125354,Axis Small Cap Fund,Small Cap
2022-01-25,67.76,125354,Axis Small Cap Fund,Small Cap
2022-01-27,67.05,125354,Axis Small Cap Fund,Small Cap
2022-01-28,67.65,125354,Axis Small Cap Fund,Small Cap
2022-01-31,68.69,125354,Axis Small Cap Fund,Small Cap
2022-02-01,69.08,125354,Axis Small Cap Fund,Small Cap
2022-02-02,70.05,125354,Axis Small Cap Fund,Small Cap
2022-02-03,69.81,125354,Axis Small Cap Fund,Small Cap
2022-02-04,69.72,125354,Axis Small Cap Fund,Small Cap
2022-02-07,69.13,125354,Axis Small Cap Fund,Small Cap
2022-02-08,68.22,125354,Axis Small Cap Fund,Small Cap
2022-02-09,68.15,125354,Axis Small Cap Fund,Small Cap
2022-02-10,68.32,125354,Axis Small Cap Fund,Small Cap
2022-02-11,67.41,125354,Axis Small Cap Fund,Small Cap
2022-02-14,65.15,125354,Axis Small Cap Fund,Small Cap
2022-02-15,66.34,125354,Axis Small Cap Fund,Small Cap
2022-02-16,66.56,125354,Axis Small Cap Fund,Small Cap
2022-02-17,66.56,125354,Axis Small Cap Fund,Small Cap
2022-02-18,66.21,125354,Axis Small Cap Fund,Small Cap
2022-02-21,65.16,125354,Axis Small Cap Fund,Small Cap
2022-02-22,64.43,125354,Axis Small Cap Fund,Small Cap
2022-02-23,64.81,125354,Axis Small Cap Fund,Small Cap
2022-02-24,62.34,125354,Axis Small Cap Fund,Small Cap
2022-02-25,64.49,125354,Axis Small Cap Fund,Small Cap
2022-02-28,64.99,125354,Axis Small Cap Fund,Small Cap
2022-03-02,64.85,125354,Axis Small Cap Fund,Small Cap
2022-03-03,65.06,125354,Axis Small Cap Fund,Small Cap
2022-03-04,64.41,125354,Axis Small Cap Fund,Small Cap
2022-03-07,63.03,125354,Axis Small Cap Fund,Small Cap
2022-03-08,63.44,125354,Axis Small Cap Fund,Small Cap
2022-03-09,64.32,125354,Axis Small Cap Fund,Small Cap
2022-03-10,64.96,125354,Axis Small Cap Fund,Small Cap
2022-03-11,65.37,125354,Axis Small Cap Fund,Small Cap
2022-03-14,65.51,125354,Axis Small Cap Fund,Small Cap
2022-03-15,65.08,125354,Axis Small Cap Fund,Small Cap
2022-03-16,65.82,125354,Axis Small Cap Fund,Small Cap
2022-03-17,66.61,125354,Axis Small Cap Fund,Small Cap
2022-03-21,66.52,125354,Axis Small Cap Fund,Small Cap
2022-03-22,66.59,125354,Axis Small Cap Fund,Small Cap
2022-03-23,66.69,125354,Axis Small Cap Fund,Small Cap
2022-03-24,66.96,125354,Axis Small Cap Fund,Small Cap
2022-03-25,66.93,125354,Axis Small Cap Fund,Small Cap
